observation,internet_email,handheld,often_internet,social_media,internet_subscriber,type_internet,own_cell_phone,smartphone,connection_problems,twitter,instagram,facebook,snapchat,youtube,twitter_usage,instagram_usage,facebook_usage,snapchat_usage,youtube_usage,books,gender,household_people,age,employment_status,political_party
514,Yes,Yes,2 - Several times a day,Yes,Yes,Higher-speed,Yes,Yes,2 - Sometimes,No,No,Yes,No,Yes,Does not use,Does not use,2 - Several times a day,Does not use,3 - About once a day,10.00,Man,3.00,44.00,Full-time,Independent
515,Yes,Yes,1 - Almost constantly,Yes,Yes,Higher-speed,Yes,Yes,4 - Never,No,Yes,Yes,Yes,Yes,Does not use,2 - Several times a day,2 - Several times a day,2 - Several times a day,2 - Several times a day,20.00,Man,3.00,25.00,Not employed,Independent
516,Yes,Yes,2 - Several times a day,Yes,Yes,Higher-speed,Yes,Yes,4 - Never,No,Yes,No,No,Yes,Does not use,3 - About once a day,Does not use,Does not use,5 - Few times a month or less,0.00,Man,3.00,68.00,Retired,Democrat
517,Yes,Yes,1 - Almost constantly,Yes,Yes,Higher-speed,Yes,Yes,3 - Rarely,No,Yes,Yes,Yes,Yes,Does not use,3 - About once a day,1 - Almost constantly,2 - Several times a day,3 - About once a day,27.00,Woman,2.00,23.00,Part-time,Republican
518,Yes,Yes,2 - Several times a day,Yes,Yes,Higher-speed,Yes,Yes,1 - Often,Yes,Yes,No,No,Yes,1 - Almost constantly,3 - About once a day,Does not use,Does not use,1 - Almost constantly,20.00,Man,3.00,30.00,Not employed,Independent
519,Yes,Yes,2 - Several times a day,Yes,Yes,Higher-speed,Yes,Yes,4 - Never,Yes,Yes,Yes,Yes,Yes,5 - Few times a month or less,3 - About once a day,2 - Several times a day,2 - Several times a day,2 - Several times a day,10.00,Man,1.00,33.00,Full-time,Democrat
520,Yes,Yes,1 - Almost constantly,No,Yes,Higher-speed,Yes,Yes,2 - Sometimes,No,No,Yes,No,Yes,Does not use,Does not use,2 - Several times a day,Does not use,1 - Almost constantly,1.00,Man,5.00,46.00,Full-time,Independent
521,Yes,Yes,5 - Few times a month or less,No,Yes,Higher-speed,Yes,Yes,3 - Rarely,No,No,No,No,No,Does not use,Does not use,Does not use,Does not use,Does not use,0.00,Man,4.00,46.00,Full-time,Independent
522,Yes,Yes,1 - Almost constantly,No,Yes,Higher-speed,Yes,Yes,4 - Never,No,No,No,No,Yes,Does not use,Does not use,Does not use,Does not use,3 - About once a day,7.00,Man,2.00,31.00,Full-time,Republican
523,Yes,Yes,1 - Almost constantly,Yes,Yes,Higher-speed,Yes,Yes,2 - Sometimes,No,No,Yes,No,Yes,Does not use,Does not use,1 - Almost constantly,Does not use,2 - Several times a day,96.00,Woman,3.00,43.00,Not employed,
524,Yes,Yes,1 - Almost constantly,Yes,Yes,Higher-speed,Yes,Yes,4 - Never,No,No,Yes,No,Yes,Does not use,Does not use,2 - Several times a day,Does not use,1 - Almost constantly,1.00,Man,,43.00,,
525,Yes,Yes,2 - Several times a day,Yes,Yes,Higher-speed,Yes,Yes,2 - Sometimes,Yes,Yes,Yes,Yes,Yes,1 - Almost constantly,1 - Almost constantly,1 - Almost constantly,2 - Several times a day,2 - Several times a day,3.00,Man,2.00,27.00,Full-time,Democrat
526,Yes,Yes,2 - Several times a day,No,Yes,Higher-speed,Yes,Yes,3 - Rarely,No,No,No,No,No,Does not use,Does not use,Does not use,Does not use,Does not use,20.00,Man,2.00,72.00,Full-time,Republican
527,Yes,Yes,3 - About once a day,No,Yes,Higher-speed,Yes,Yes,4 - Never,No,No,No,No,No,Does not use,Does not use,Does not use,Does not use,Does not use,0.00,Man,1.00,,Full-time,
528,Yes,Yes,1 - Almost constantly,Yes,No,No internet subscription,Yes,Yes,2 - Sometimes,No,Yes,Yes,Yes,Yes,Does not use,3 - About once a day,1 - Almost constantly,1 - Almost constantly,1 - Almost constantly,0.00,Woman,3.00,23.00,Not employed,Republican
529,Yes,Yes,2 - Several times a day,No,Yes,Both low and high speed,Yes,Yes,3 - Rarely,No,No,No,No,Yes,Does not use,Does not use,Does not use,Does not use,3 - About once a day,0.00,Man,2.00,47.00,Full-time,Independent
530,Yes,Yes,1 - Almost constantly,Yes,No,No internet subscription,Yes,Yes,2 - Sometimes,No,No,Yes,No,Yes,Does not use,Does not use,4 - Several times a week,Does not use,3 - About once a day,5.00,Man,5.00,37.00,Not employed,Independent
531,Yes,Yes,2 - Several times a day,No,Yes,Higher-speed,Yes,Yes,3 - Rarely,No,No,Yes,No,Yes,Does not use,Does not use,4 - Several times a week,Does not use,2 - Several times a day,96.00,Woman,2.00,85.00,Part-time,Democrat
532,Yes,Yes,2 - Several times a day,No,Yes,Higher-speed,Yes,Yes,3 - Rarely,No,No,No,No,No,Does not use,Does not use,Does not use,Does not use,Does not use,50.00,Man,2.00,70.00,Full-time,Independent
533,Yes,Yes,1 - Almost constantly,Yes,Yes,Higher-speed,Yes,Yes,2 - Sometimes,No,No,Yes,No,Yes,Does not use,Does not use,3 - About once a day,Does not use,3 - About once a day,2.00,Man,2.00,49.00,Full-time,Democrat
534,Yes,Yes,1 - Almost constantly,Yes,Yes,Higher-speed,Yes,Yes,3 - Rarely,Yes,Yes,Yes,No,Yes,1 - Almost constantly,1 - Almost constantly,1 - Almost constantly,Does not use,1 - Almost constantly,6.00,Man,2.00,72.00,Retired,Democrat
535,Yes,Yes,2 - Several times a day,Yes,Yes,Higher-speed,Yes,Yes,3 - Rarely,No,Yes,No,No,Yes,Does not use,3 - About once a day,Does not use,Does not use,1 - Almost constantly,5.00,Man,2.00,70.00,Full-time,Independent
536,Yes,Yes,2 - Several times a day,Yes,Yes,Higher-speed,Yes,Yes,4 - Never,No,No,Yes,No,Yes,Does not use,Does not use,1 - Almost constantly,Does not use,4 - Several times a week,6.00,Man,2.00,66.00,Retired,Independent
537,Yes,Yes,2 - Several times a day,No,Yes,Higher-speed,Yes,Yes,4 - Never,No,No,No,No,Yes,Does not use,Does not use,Does not use,Does not use,1 - Almost constantly,0.00,Man,,,Full-time,Independent
538,Yes,Yes,1 - Almost constantly,Yes,No,No internet subscription,Yes,Yes,3 - Rarely,No,Yes,Yes,Yes,Yes,Does not use,1 - Almost constantly,1 - Almost constantly,1 - Almost constantly,2 - Several times a day,3.00,Man,3.00,30.00,Full-time,Democrat
539,No,No,No Internet,No,No,No internet subscription,Yes,No,No internet,No,No,No,No,No,Does not use,Does not use,Does not use,Does not use,Does not use,0.00,Woman,,36.00,Not employed,Independent
540,Yes,Yes,2 - Several times a day,No,Yes,Higher-speed,Yes,Yes,3 - Rarely,No,No,No,No,Yes,Does not use,Does not use,Does not use,Does not use,5 - Few times a month or less,3.00,Man,2.00,66.00,Retired,Democrat
541,Yes,Yes,1 - Almost constantly,No,Yes,Higher-speed,Yes,Yes,3 - Rarely,No,No,No,No,Yes,Does not use,Does not use,Does not use,Does not use,5 - Few times a month or less,1.00,Man,5.00,64.00,Full-time,Republican
542,Yes,Yes,1 - Almost constantly,Yes,Yes,Higher-speed,Yes,Yes,2 - Sometimes,No,No,Yes,No,Yes,Does not use,Does not use,1 - Almost constantly,Does not use,1 - Almost constantly,0.00,Man,1.00,50.00,Full-time,Democrat
543,Yes,Yes,2 - Several times a day,Yes,Yes,Higher-speed,Yes,Yes,3 - Rarely,No,Yes,Yes,No,Yes,Does not use,5 - Few times a month or less,4 - Several times a week,Does not use,3 - About once a day,0.00,Woman,2.00,33.00,Full-time,Democrat
544,Yes,Yes,1 - Almost constantly,Yes,Yes,Higher-speed,Yes,Yes,3 - Rarely,No,Yes,Yes,No,Yes,Does not use,5 - Few times a month or less,5 - Few times a month or less,Does not use,1 - Almost constantly,0.00,Woman,1.00,42.00,Full-time,Democrat
545,Yes,Yes,3 - About once a day,Yes,Yes,Higher-speed,Yes,Yes,2 - Sometimes,No,No,Yes,No,Yes,Does not use,Does not use,2 - Several times a day,Does not use,5 - Few times a month or less,6.00,Woman,3.00,,Retired,
546,Yes,Yes,2 - Several times a day,Yes,Yes,Higher-speed,Yes,Yes,2 - Sometimes,No,No,Yes,No,Yes,Does not use,Does not use,1 - Almost constantly,Does not use,1 - Almost constantly,50.00,Woman,4.00,37.00,Other,Independent
547,Yes,Yes,2 - Several times a day,Yes,Yes,Higher-speed,Yes,Yes,3 - Rarely,Yes,Yes,Yes,No,Yes,2 - Several times a day,3 - About once a day,3 - About once a day,Does not use,3 - About once a day,10.00,Woman,4.00,57.00,Not employed,Democrat
548,Yes,Yes,2 - Several times a day,Yes,Yes,Higher-speed,Yes,Yes,2 - Sometimes,No,No,Yes,No,Yes,Does not use,Does not use,4 - Several times a week,Does not use,5 - Few times a month or less,3.00,Woman,2.00,56.00,Full-time,Republican
549,Yes,Yes,1 - Almost constantly,Yes,Yes,Higher-speed,Yes,Yes,3 - Rarely,No,Yes,Yes,Yes,Yes,Does not use,3 - About once a day,1 - Almost constantly,1 - Almost constantly,1 - Almost constantly,1.00,Man,1.00,28.00,Full-time,Democrat
550,Yes,Yes,1 - Almost constantly,Yes,Yes,Only through cellphone,Yes,Yes,2 - Sometimes,Yes,Yes,Yes,No,Yes,3 - About once a day,4 - Several times a week,5 - Few times a month or less,Does not use,1 - Almost constantly,5.00,Man,1.00,24.00,Other,Independent
551,Yes,Yes,1 - Almost constantly,Yes,Yes,Higher-speed,Yes,Yes,3 - Rarely,Yes,Yes,No,No,Yes,1 - Almost constantly,1 - Almost constantly,Does not use,Does not use,1 - Almost constantly,2.00,Man,2.00,32.00,Full-time,Democrat
552,Yes,Yes,2 - Several times a day,Yes,Yes,Higher-speed,Yes,Yes,2 - Sometimes,No,Yes,Yes,Yes,Yes,Does not use,4 - Several times a week,1 - Almost constantly,3 - About once a day,3 - About once a day,80.00,Woman,4.00,43.00,Not employed,Republican
553,Yes,Yes,1 - Almost constantly,Yes,Yes,Dial-up,Yes,Yes,3 - Rarely,No,No,Yes,No,Yes,Does not use,Does not use,1 - Almost constantly,Does not use,1 - Almost constantly,0.00,Woman,2.00,38.00,Other,Independent
554,Yes,Yes,2 - Several times a day,Yes,Yes,Higher-speed,Yes,Yes,4 - Never,Yes,Yes,Yes,No,Yes,5 - Few times a month or less,2 - Several times a day,1 - Almost constantly,Does not use,1 - Almost constantly,1.00,Man,4.00,38.00,Full-time,Republican
555,Yes,Yes,1 - Almost constantly,No,Yes,Higher-speed,Yes,Yes,3 - Rarely,No,No,No,No,Yes,Does not use,Does not use,Does not use,Does not use,3 - About once a day,2.00,Man,5.00,40.00,Full-time,Independent
556,Yes,Yes,1 - Almost constantly,No,Yes,Higher-speed,Yes,Yes,4 - Never,No,No,No,No,Yes,Does not use,Does not use,Does not use,Does not use,5 - Few times a month or less,0.00,Man,2.00,54.00,Other,Independent
557,Yes,Yes,4 - Several times a week,Yes,Yes,Higher-speed,Yes,Yes,4 - Never,No,Yes,Yes,Yes,Yes,Does not use,3 - About once a day,3 - About once a day,3 - About once a day,3 - About once a day,0.00,Woman,3.00,36.00,Not employed,Democrat
558,Yes,Yes,1 - Almost constantly,No,Yes,Higher-speed,Yes,Yes,1 - Often,No,No,No,No,Yes,Does not use,Does not use,Does not use,Does not use,3 - About once a day,5.00,Man,2.00,67.00,Part-time,Independent
559,Yes,Yes,2 - Several times a day,Yes,Yes,Higher-speed,Yes,Yes,1 - Often,No,Yes,No,Yes,Yes,Does not use,1 - Almost constantly,Does not use,1 - Almost constantly,3 - About once a day,10.00,Woman,5.00,18.00,Part-time,Don't Know
560,Yes,Yes,2 - Several times a day,Yes,Yes,Higher-speed,Yes,Yes,2 - Sometimes,Yes,Yes,Yes,No,Yes,4 - Several times a week,3 - About once a day,2 - Several times a day,Does not use,3 - About once a day,96.00,Woman,5.00,53.00,Part-time,Republican
561,Yes,Yes,1 - Almost constantly,Yes,Yes,Higher-speed,Yes,Yes,3 - Rarely,Yes,Yes,Yes,No,Yes,3 - About once a day,3 - About once a day,1 - Almost constantly,Does not use,2 - Several times a day,1.00,Man,4.00,61.00,Retired,Democrat
562,Yes,Yes,2 - Several times a day,Yes,Yes,Higher-speed,Yes,Yes,3 - Rarely,Yes,No,Yes,No,Yes,5 - Few times a month or less,Does not use,1 - Almost constantly,Does not use,4 - Several times a week,10.00,Man,2.00,78.00,Retired,Democrat
563,Yes,Yes,1 - Almost constantly,Yes,Yes,Higher-speed,Yes,Yes,3 - Rarely,No,No,Yes,No,Yes,Does not use,Does not use,5 - Few times a month or less,Does not use,1 - Almost constantly,6.00,Man,4.00,63.00,Full-time,Independent
564,Yes,Yes,1 - Almost constantly,No,Yes,Higher-speed,Yes,Yes,3 - Rarely,No,Yes,Yes,No,Yes,Does not use,5 - Few times a month or less,3 - About once a day,Does not use,3 - About once a day,96.00,Man,2.00,58.00,Other,Republican
565,Yes,Yes,2 - Several times a day,Yes,Yes,Higher-speed,Yes,Yes,4 - Never,Yes,Yes,Yes,No,Yes,3 - About once a day,4 - Several times a week,1 - Almost constantly,Does not use,3 - About once a day,25.00,Woman,2.00,58.00,Not employed,Democrat
566,Yes,Yes,2 - Several times a day,Yes,Yes,Higher-speed,Yes,Yes,4 - Never,No,Yes,Yes,No,Yes,Does not use,2 - Several times a day,1 - Almost constantly,Does not use,4 - Several times a week,40.00,Woman,4.00,65.00,Full-time,Democrat
567,Yes,Yes,2 - Several times a day,Yes,Yes,Higher-speed,Yes,Yes,4 - Never,Yes,No,Yes,No,Yes,2 - Several times a day,Does not use,3 - About once a day,Does not use,1 - Almost constantly,10.00,Man,5.00,46.00,Full-time,Independent
568,Yes,Yes,1 - Almost constantly,No,Yes,Higher-speed,Yes,Yes,3 - Rarely,No,No,No,Yes,Yes,Does not use,Does not use,Does not use,3 - About once a day,2 - Several times a day,35.00,Man,3.00,19.00,Full-time,Independent
569,Yes,Yes,5 - Few times a month or less,Yes,Yes,Don't Know,Yes,Yes,3 - Rarely,No,No,No,No,No,Does not use,Does not use,Does not use,Does not use,Does not use,0.00,Man,,,,
570,Yes,Yes,2 - Several times a day,Yes,Yes,Higher-speed,Yes,Yes,3 - Rarely,Yes,Yes,Yes,No,Yes,4 - Several times a week,1 - Almost constantly,2 - Several times a day,Does not use,1 - Almost constantly,1.00,Man,2.00,68.00,Other,Democrat
571,Yes,Yes,1 - Almost constantly,Yes,Yes,Higher-speed,Yes,Yes,2 - Sometimes,No,Yes,Yes,No,Yes,Does not use,1 - Almost constantly,1 - Almost constantly,Does not use,4 - Several times a week,8.00,Man,1.00,36.00,Full-time,Democrat
572,Yes,Yes,2 - Several times a day,Yes,Yes,Higher-speed,Yes,Yes,3 - Rarely,No,Yes,Yes,Yes,Yes,Does not use,1 - Almost constantly,4 - Several times a week,1 - Almost constantly,1 - Almost constantly,15.00,Man,5.00,19.00,Not employed,Independent
573,Yes,Yes,2 - Several times a day,Yes,Yes,Higher-speed,Yes,Yes,2 - Sometimes,No,No,Yes,No,No,Does not use,Does not use,4 - Several times a week,Does not use,Does not use,3.00,Man,3.00,57.00,Full-time,Republican
574,Yes,Yes,1 - Almost constantly,No,Yes,Higher-speed,Yes,Yes,4 - Never,No,No,No,No,No,Does not use,Does not use,Does not use,Does not use,Does not use,20.00,Woman,3.00,44.00,Full-time,Republican
575,Yes,Yes,2 - Several times a day,Yes,Yes,Only through cellphone,Yes,Yes,3 - Rarely,No,Yes,Yes,No,Yes,Does not use,2 - Several times a day,1 - Almost constantly,Does not use,3 - About once a day,3.00,Woman,1.00,67.00,Part-time,Democrat
576,Yes,Yes,1 - Almost constantly,Yes,Yes,Higher-speed,Yes,Yes,3 - Rarely,No,No,Yes,No,No,Does not use,Does not use,2 - Several times a day,Does not use,Does not use,6.00,Woman,4.00,53.00,Full-time,Democrat
577,Yes,Yes,1 - Almost constantly,No,Yes,Higher-speed,Yes,Yes,3 - Rarely,No,No,No,No,Yes,Does not use,Does not use,Does not use,Does not use,4 - Several times a week,5.00,Man,2.00,74.00,Full-time,Independent
578,Yes,Yes,4 - Several times a week,No,Yes,Higher-speed,Yes,Yes,2 - Sometimes,No,No,No,No,Yes,Does not use,Does not use,Does not use,Does not use,3 - About once a day,30.00,Man,2.00,66.00,Retired,Independent
579,Yes,Yes,2 - Several times a day,Yes,Yes,Higher-speed,Yes,No,3 - Rarely,No,No,Yes,Yes,Yes,Does not use,Does not use,1 - Almost constantly,3 - About once a day,5 - Few times a month or less,6.00,Woman,3.00,78.00,Retired,Independent
580,Yes,Yes,2 - Several times a day,No,Yes,Higher-speed,Yes,Yes,2 - Sometimes,No,No,No,No,Yes,Does not use,Does not use,Does not use,Does not use,4 - Several times a week,0.00,Man,2.00,63.00,Full-time,Democrat
581,Yes,Yes,3 - About once a day,Yes,Yes,Higher-speed,Yes,Yes,3 - Rarely,No,Yes,Yes,Yes,Yes,Does not use,2 - Several times a day,1 - Almost constantly,5 - Few times a month or less,3 - About once a day,30.00,Man,2.00,71.00,Retired,Republican
582,Yes,No,5 - Few times a month or less,Yes,No,No internet subscription,Yes,Yes,Don't Know,No,No,Yes,No,No,Does not use,Does not use,5 - Few times a month or less,Does not use,Does not use,3.00,Woman,4.00,47.00,Not employed,Independent
583,Yes,Yes,2 - Several times a day,Yes,Yes,Higher-speed,Yes,Yes,3 - Rarely,No,Yes,Yes,Yes,No,Does not use,5 - Few times a month or less,2 - Several times a day,5 - Few times a month or less,Does not use,0.00,Woman,2.00,61.00,Not employed,Republican
584,Yes,Yes,2 - Several times a day,Yes,Yes,Higher-speed,Yes,Yes,2 - Sometimes,No,Yes,Yes,Yes,Yes,Does not use,5 - Few times a month or less,3 - About once a day,5 - Few times a month or less,3 - About once a day,0.00,Man,1.00,52.00,Retired,Democrat
585,Yes,Yes,2 - Several times a day,Yes,Yes,Higher-speed,Yes,Yes,3 - Rarely,No,Yes,Yes,No,Yes,Does not use,2 - Several times a day,1 - Almost constantly,Does not use,2 - Several times a day,7.00,Woman,4.00,52.00,Full-time,Democrat
586,Yes,Yes,1 - Almost constantly,Yes,Yes,Higher-speed,Yes,Yes,4 - Never,No,No,Yes,No,Yes,Does not use,Does not use,1 - Almost constantly,Does not use,1 - Almost constantly,8.00,Man,2.00,37.00,Full-time,Republican
587,Yes,Yes,1 - Almost constantly,Yes,Yes,Higher-speed,Yes,Yes,4 - Never,No,Yes,Yes,No,Yes,Does not use,1 - Almost constantly,1 - Almost constantly,Does not use,1 - Almost constantly,10.00,Man,1.00,45.00,Full-time,Independent
588,Yes,Yes,2 - Several times a day,Yes,Yes,Higher-speed,Yes,Yes,3 - Rarely,Yes,Yes,No,Yes,Yes,4 - Several times a week,3 - About once a day,Does not use,4 - Several times a week,1 - Almost constantly,1.00,Man,1.00,31.00,Not employed,Democrat
589,Yes,Yes,1 - Almost constantly,Yes,Yes,Higher-speed,Yes,Yes,1 - Often,Yes,Yes,Yes,Yes,Yes,1 - Almost constantly,3 - About once a day,3 - About once a day,3 - About once a day,1 - Almost constantly,6.00,Man,1.00,30.00,Not employed,Independent
590,Yes,Yes,1 - Almost constantly,Yes,Yes,Higher-speed,Yes,Yes,4 - Never,No,Yes,Yes,Yes,Yes,Does not use,1 - Almost constantly,1 - Almost constantly,2 - Several times a day,1 - Almost constantly,2.00,Man,1.00,28.00,Full-time,
591,Yes,Yes,2 - Several times a day,No,Yes,Higher-speed,Yes,Yes,2 - Sometimes,No,No,Yes,No,Yes,Does not use,Does not use,2 - Several times a day,Does not use,2 - Several times a day,50.00,Other,8+,34.00,Full-time,Independent
592,No,No,No Internet,No,No,No internet subscription,Yes,No,No internet,No,No,No,No,No,Does not use,Does not use,Does not use,Does not use,Does not use,Don't Know,Woman,1.00,69.00,Other,Democrat
593,Yes,Yes,4 - Several times a week,No,Yes,Higher-speed,Yes,No,1 - Often,No,No,No,No,No,Does not use,Does not use,Does not use,Does not use,Does not use,4.00,Man,2.00,46.00,Part-time,Democrat
594,Yes,Yes,1 - Almost constantly,Yes,Yes,Higher-speed,Yes,Yes,3 - Rarely,Yes,Yes,Yes,No,Yes,3 - About once a day,1 - Almost constantly,2 - Several times a day,Does not use,3 - About once a day,0.00,Man,4.00,32.00,Full-time,Democrat
595,Yes,Yes,2 - Several times a day,No,Yes,Higher-speed,Yes,Yes,3 - Rarely,No,No,No,No,Yes,Does not use,Does not use,Does not use,Does not use,3 - About once a day,97+,Man,1.00,26.00,Full-time,Independent
596,Yes,Yes,2 - Several times a day,Yes,Yes,Higher-speed,Yes,Yes,2 - Sometimes,No,No,Yes,No,Yes,Does not use,Does not use,1 - Almost constantly,Does not use,3 - About once a day,10.00,Woman,3.00,55.00,Not employed,Republican
597,Yes,Yes,1 - Almost constantly,Yes,Yes,Higher-speed,Yes,Yes,2 - Sometimes,Yes,Yes,Yes,Yes,Yes,5 - Few times a month or less,1 - Almost constantly,1 - Almost constantly,3 - About once a day,1 - Almost constantly,50.00,Woman,5.00,33.00,Not employed,Independent
598,Yes,Yes,2 - Several times a day,Yes,Yes,Higher-speed,Yes,Yes,3 - Rarely,Yes,No,No,No,Yes,2 - Several times a day,Does not use,Does not use,Does not use,4 - Several times a week,12.00,Woman,3.00,81.00,Other,Republican
599,Yes,Yes,2 - Several times a day,No,No,No internet subscription,Yes,Yes,4 - Never,No,No,No,No,Yes,Does not use,Does not use,Does not use,Does not use,2 - Several times a day,Don't Know,Man,2.00,61.00,Retired,Independent
600,Yes,Yes,2 - Several times a day,Yes,Yes,Higher-speed,Yes,No,3 - Rarely,Yes,No,Yes,No,Yes,5 - Few times a month or less,Does not use,5 - Few times a month or less,Does not use,5 - Few times a month or less,2.00,Man,4.00,40.00,Full-time,Independent
